Subject lang in English	Subject lang in subject lang	Description lang	Subject lang in description lang
esperanto 	esperanto	lithuanian	esperanto 
esperanto 	esperanto	malay	esperanto 
esperanto 	esperanto	catalan	esperanto 
esperanto 	esperanto	russian	эсперанто 
esperanto 	esperanto	lingala	lisipelanto 
esperanto 	esperanto	kazakh	эсперанто 
esperanto 	esperanto	armenian	էսպերանտո 
esperanto 	esperanto	amharic	ኤስፐራንቶ 
esperanto 	esperanto	romansh	esperanto 
esperanto 	esperanto	hausa	d'an/'yar kabilar andalus 
esperanto 	esperanto	irish	esperanto 
esperanto 	esperanto	southern sotho	se-esperanto 
esperanto 	esperanto	german	esperanto 
esperanto 	esperanto	belarusian	эсперанта 
esperanto 	esperanto	kannada	ಎಸ್ಪೆರಾಂಟೊ 
esperanto 	esperanto	macedonian	есперанто 
esperanto 	esperanto	persian	اسپرانتو 
esperanto 	esperanto	mongolian	эсперанто 
esperanto 	esperanto	basque	esperantoa 
esperanto 	esperanto	vietnamese	tiếng quốc tế ngữ 
esperanto 	esperanto	romanian	esperanto 
esperanto 	esperanto	somali	isberento 
esperanto 	esperanto	konkani	इस्परान्टो 
esperanto 	esperanto	dutch	esperanto 
esperanto 	esperanto	lao	ເອສເປຣັງໂຕ 
esperanto 	esperanto	finnish	esperanto 
esperanto 	esperanto	ukrainian	есперанто 
esperanto 	esperanto	welsh	esperanto 
esperanto 	esperanto	low german	esperanto 
esperanto 	esperanto	maltese	esperanto 
esperanto 	esperanto	kurdish	ئێسپیرانتۆ 
esperanto 	esperanto	geez	ኤስፐራንቶ 
esperanto 	esperanto	spanish	esperanto 
esperanto 	esperanto	tswana	esperanto 
esperanto 	esperanto	oromo	afaan esperantoo 
esperanto 	esperanto	portuguese	esperanto 
esperanto 	esperanto	interlingua	esperanto 
esperanto 	esperanto	japanese	エスペラント語 
esperanto 	esperanto	kinyarwanda	icyesiperanto 
esperanto 	esperanto	blin	ኤስፐራንቶ 
esperanto 	esperanto	hebrew	אספרנטו 
esperanto 	esperanto	esperanto	esperanto 
malagasy 	malagasy	russian	малагасийский 
malagasy 	malagasy	swedish	malagassiska 
malagasy 	malagasy	serbian	малагасијски 
malagasy 	malagasy	icelandic	malagasíska 
malagasy 	malagasy	estonian	malagassi 
malagasy 	malagasy	telugu	మాలాగసి 
malagasy 	malagasy	turkish	malagasi 
malagasy 	malagasy	marathi	मलागसी 
malagasy 	malagasy	italian	malgascio 
malagasy 	malagasy	dutch	malagasi 
malagasy 	malagasy	slovenian	malagaščina 
malagasy 	malagasy	gujarati	મલાગસી 
malagasy 	malagasy	norwegian bokmål	madagassisk 
malagasy 	malagasy	polish	malgaski 
malagasy 	malagasy	hindi	मालागासी 
malagasy 	malagasy	colognian	madajaßesch 
malagasy 	malagasy	faroese	malagasiskt 
malagasy 	malagasy	korean	마다가스카르어 
malagasy 	malagasy	kannada	ಮಲಗಾಸಿ 
malagasy 	malagasy	ukrainian	малагасійська 
malagasy 	malagasy	malagasy	malagasy 
malagasy 	malagasy	danish	malagasisk 
malagasy 	malagasy	bulgarian	малгашки 
malagasy 	malagasy	lao	ມາລາກາຊິ 
malagasy 	malagasy	azeri	malaqas dili 
malagasy 	malagasy	hungarian	málgas 
malagasy 	malagasy	macedonian	малгашки 
malagasy 	malagasy	khmer	ភាសាម៉ាដាហ្កាសការ 
malagasy 	malagasy	french	malgache 
malagasy 	malagasy	catalan	malgaix 
malagasy 	malagasy	bengali	মালাগাসি 
malagasy 	malagasy	low german	madagassisch 
malagasy 	malagasy	romanian	malgașă 
malagasy 	malagasy	maltese	malagażi 
malagasy 	malagasy	thai	มาลากาซี 
malagasy 	malagasy	afrikaans	malgassies 
malagasy 	malagasy	tamil	மலகாஸி 
malagasy 	malagasy	tonga	lea fakamatakasika 
malagasy 	malagasy	oriya	ମାଲାଗାସୀ 
malagasy 	malagasy	finnish	malagassi 
malagasy 	malagasy	geez	ማላጋስኛ 
malagasy 	malagasy	pushto	ملغاسي 
malagasy 	malagasy	hebrew	מלגשית 
malagasy 	malagasy	indonesian	malagasi 
malagasy 	malagasy	tigre	ማላጋስኛ 
malagasy 	malagasy	romansh	malagassi 
malagasy 	malagasy	greek	μαλαγάσι 
malagasy 	malagasy	latvian	malagasu 
malagasy 	malagasy	english	malagasy 
malagasy 	malagasy	malayalam	മലഗാസി 
malagasy 	malagasy	konkani	मलागसी 
malagasy 	malagasy	esperanto	malagasa 
malagasy 	malagasy	croatian	malgaški 
malagasy 	malagasy	portuguese	malgaxe 
malagasy 	malagasy	irish	malagásais 
malagasy 	malagasy	chinese	马拉雅拉姆文 
malagasy 	malagasy	german	malagassy 
malagasy 	malagasy	norwegian nynorsk	madagassisk 
malagasy 	malagasy	japanese	マダガスカル語 
malagasy 	malagasy	belarusian	мальгашская 
malagasy 	malagasy	blin	ማላጋስኛ 
malagasy 	malagasy	amharic	ማላጋስኛ 
malagasy 	malagasy	czech	malgaština 
malagasy 	malagasy	persian	مالاگاسیایی 
malagasy 	malagasy	slovak	malgaština 
malagasy 	malagasy	spanish	malgache 
malagasy 	malagasy	lithuanian	malagasijos 
malagasy 	malagasy	arabic	المالاجاشية 
malagasy 	malagasy	swiss german	madagassisch 
malagasy 	malagasy	breton	malgacheg 
tlingit 	tlingit	swedish	tlingit 
tlingit 	tlingit	icelandic	tlingit 
tlingit 	tlingit	estonian	tlingiti 
tlingit 	tlingit	telugu	లింగిట్ 
tlingit 	tlingit	turkish	tlingit 
tlingit 	tlingit	marathi	लिंगित 
tlingit 	tlingit	oriya	ତ୍ଲିଙ୍ଗିଟ୍ 
tlingit 	tlingit	slovenian	tlingitščina 
tlingit 	tlingit	gujarati	લિંગિત 
tlingit 	tlingit	norwegian bokmål	tlingit 
tlingit 	tlingit	hindi	त्लिंगित 
tlingit 	tlingit	dutch	tlingit 
tlingit 	tlingit	korean	틀링깃족어 
tlingit 	tlingit	ukrainian	тлінгіт 
tlingit 	tlingit	russian	тлингит 
tlingit 	tlingit	danish	tlingit 
tlingit 	tlingit	bulgarian	тлингит 
tlingit 	tlingit	azeri	tlinqit dili 
tlingit 	tlingit	hungarian	tlingit 
tlingit 	tlingit	macedonian	тлингит 
tlingit 	tlingit	lithuanian	tlingit 
tlingit 	tlingit	french	tlingit 
tlingit 	tlingit	catalan	tlingit 
tlingit 	tlingit	bengali	ত্লিঙ্গিট 
tlingit 	tlingit	low german	tlingit 
tlingit 	tlingit	maltese	tlingit 
tlingit 	tlingit	thai	ทลิงกิต 
tlingit 	tlingit	italian	tlingit 
tlingit 	tlingit	tamil	டிலிங்கிட் 
tlingit 	tlingit	finnish	tlingit 
tlingit 	tlingit	indonesian	tingit 
tlingit 	tlingit	romansh	tlingit 
tlingit 	tlingit	greek	τλίνγκιτ 
tlingit 	tlingit	latvian	tlinkitu 
tlingit 	tlingit	english	tlingit 
tlingit 	tlingit	malayalam	ലിംഗ്വിറ്റ് 
tlingit 	tlingit	serbian	тлингит 
tlingit 	tlingit	croatian	tlingit 
tlingit 	tlingit	portuguese	tlinguite 
tlingit 	tlingit	chinese	特林吉特文 
tlingit 	tlingit	german	tlingit 
tlingit 	tlingit	norwegian nynorsk	tlingit 
tlingit 	tlingit	japanese	トリンギット語 
tlingit 	tlingit	kannada	ಟ್ಲಿಂಗಿಟ್ 
tlingit 	tlingit	czech	tlingit 
tlingit 	tlingit	persian	تلین‌گیتی 
tlingit 	tlingit	spanish	tlingit 
tlingit 	tlingit	polish	tlingit 
tlingit 	tlingit	arabic	التلينغيتية 
tlingit 	tlingit	swiss german	tlingit-schpraach 
kurdish 	كوردی	estonian	kurdi 
kurdish 	كوردی	telugu	కర్డిష్ 
kurdish 	كوردی	bulgarian	кюрдски 
kurdish 	كوردی	azeri	kürdcə 
kurdish 	كوردی	french	kurde 
kurdish 	كوردی	bengali	কুর্দি 
kurdish 	كوردی	tamil	குர்திஷ் 
kurdish 	كوردی	nepali	कुर्दिश 
kurdish 	كوردی	filipino	kurdish 
kurdish 	كوردی	pushto	کردي 
kurdish 	كوردی	albanian	kurd 
kurdish 	كوردی	serbian	курдски 
kurdish 	كوردی	malayalam	കുര്‍ദ്ദിഷ് 
kurdish 	كوردی	italian	curdo 
kurdish 	كوردی	galician	kurdo 
kurdish 	كوردی	czech	kurdština 
kurdish 	كوردی	slovak	kurdčina 
kurdish 	كوردی	urdu	كردش 
kurdish 	كوردی	polish	kurdyjski 
kurdish 	كوردی	kirghiz	курт 
kurdish 	كوردی	xhosa	kurdish 
kurdish 	كوردی	swedish	kurdiska 
kurdish 	كوردی	marathi	कुर्दिश 
kurdish 	كوردی	slovenian	kurdščina 
kurdish 	كوردی	colognian	kurdesch 
kurdish 	كوردی	faroese	kurdiskt 
kurdish 	كوردی	danish	kurdisk 
kurdish 	كوردی	indonesian	kurdi 
kurdish 	كوردی	zulu	ulimu lwama kudishi 
kurdish 	كوردی	norwegian nynorsk	kurdisk 
kurdish 	كوردی	georgian	ქურთული 
kurdish 	كوردی	tigrinya	ኩርድሽ 
kurdish 	كوردی	thai	เคิร์ด 
kurdish 	كوردی	afrikaans	koerdies 
kurdish 	كوردی	tonga	lea kētisi 
kurdish 	كوردی	tigre	ኩርድሽኛ 
kurdish 	كوردی	greek	κουρδικά 
kurdish 	كوردی	burmese	ကဒ် 
kurdish 	كوردی	latvian	kurdu 
kurdish 	كوردی	english	kurdish 
kurdish 	كوردی	croatian	kurdski 
kurdish 	كوردی	chinese	库尔德文 
kurdish 	كوردی	swiss german	kurdisch 
kurdish 	كوردی	friulian	curd 
kurdish 	كوردی	arabic	الكردية 
kurdish 	كوردی	breton	kurdeg 
kurdish 	كوردی	swahili	kikurdi 
kurdish 	كوردی	icelandic	kúrdneska 
kurdish 	كوردی	turkish	kürtçe 
kurdish 	كوردی	oriya	କୁର୍ଦ୍ଦିଶ୍ 
kurdish 	كوردی	gujarati	કુર્દિશ 
kurdish 	كوردی	norwegian bokmål	kurdisk 
kurdish 	كوردی	hindi	कुरदीश 
kurdish 	كوردی	korean	쿠르드어 
kurdish 	كوردی	khmer	ភាសាឃឺដ 
kurdish 	كوردی	hungarian	kurd 
kurdish 	كوردی	bosnian	kurdski 
kurdish 	كوردی	lithuanian	kurdų 
kurdish 	كوردی	malay	kurdish 
kurdish 	كوردی	catalan	kurd 
kurdish 	كوردی	russian	курдский 
kurdish 	كوردی	lingala	likurdi 
kurdish 	كوردی	kazakh	күрд 
kurdish 	كوردی	armenian	քրդերեն 
kurdish 	كوردی	amharic	ኩርድሽኛ 
kurdish 	كوردی	romansh	curd 
kurdish 	كوردی	hausa	kurdanci 
kurdish 	كوردی	irish	coirdis 
kurdish 	كوردی	southern sotho	kurdish 
kurdish 	كوردی	german	kurdisch 
kurdish 	كوردی	belarusian	курдская 
kurdish 	كوردی	kannada	ಕುರ್ದಿಷ್ 
kurdish 	كوردی	macedonian	курдски 
kurdish 	كوردی	persian	کردی 
kurdish 	كوردی	mongolian	курд 
kurdish 	كوردی	basque	kurduera 
kurdish 	كوردی	vietnamese	tiếng kurd 
kurdish 	كوردی	romanian	kurdă 
kurdish 	كوردی	somali	kurdishka 
kurdish 	كوردی	konkani	कुर्दिष 
kurdish 	كوردی	dutch	koerdisch 
kurdish 	كوردی	northern sami	kurdigiella 
kurdish 	كوردی	lao	ເຄີດິສ 
kurdish 	كوردی	finnish	kurdi 
kurdish 	كوردی	ukrainian	курдська 
kurdish 	كوردی	welsh	cwrdeg 
kurdish 	كوردی	low german	kurdsch 
kurdish 	كوردی	maltese	kurdiż 
kurdish 	كوردی	kurdish	كوردی 
kurdish 	كوردی	geez	ኩርድሽኛ 
kurdish 	كوردی	spanish	kurdo 
kurdish 	كوردی	portuguese	curdo 
kurdish 	كوردی	interlingua	kurdo 
kurdish 	كوردی	japanese	クルド語 
kurdish 	كوردی	kinyarwanda	inyekuridishi 
kurdish 	كوردی	blin	ኩርድሽኛ 
kurdish 	كوردی	hebrew	כורדית 
kurdish 	كوردی	esperanto	kurda 
maori 	maori	swedish	maori 
maori 	maori	serbian	маорски 
maori 	maori	icelandic	maórí 
maori 	maori	estonian	maoori 
maori 	maori	telugu	మయోరి 
maori 	maori	turkish	maori 
maori 	maori	marathi	माओरी 
maori 	maori	dutch	maori 
maori 	maori	slovenian	maorščina 
maori 	maori	gujarati	માઓરી 
maori 	maori	norwegian bokmål	maori 
maori 	maori	polish	maoryjski 
maori 	maori	hindi	मेओरी 
maori 	maori	colognian	maahori 
maori 	maori	faroese	maoriskt 
maori 	maori	northern sami	maorigiella 
maori 	maori	korean	마오리어 
maori 	maori	kannada	ಮಾವೋರಿ 
maori 	maori	ukrainian	маорі 
maori 	maori	russian	маори 
maori 	maori	danish	maorisk 
maori 	maori	bulgarian	маорски 
maori 	maori	lao	ເມົາລີ 
maori 	maori	azeri	maori dili 
maori 	maori	hawaiian	māori 
maori 	maori	macedonian	маорски 
maori 	maori	khmer	ភាសាម៉ោរី 
maori 	maori	french	maori 
maori 	maori	catalan	maori 
maori 	maori	bengali	মাওরি 
maori 	maori	low german	maori 
maori 	maori	romanian	maori 
maori 	maori	maltese	maori 
maori 	maori	thai	เมารี 
maori 	maori	italian	maori 
maori 	maori	tamil	மௌரி 
maori 	maori	tonga	lea fakamauli 
maori 	maori	oriya	ମାଓରୀ 
maori 	maori	finnish	maori 
maori 	maori	geez	ማዮሪኛ 
maori 	maori	hebrew	מאורית 
maori 	maori	indonesian	maori 
maori 	maori	tigre	ማዮሪኛ 
maori 	maori	romansh	maori 
maori 	maori	greek	μάορι 
maori 	maori	latvian	maoru 
maori 	maori	english	maori 
maori 	maori	malayalam	മൗറി 
maori 	maori	konkani	माओरी 
maori 	maori	esperanto	maoria 
maori 	maori	croatian	maorski 
maori 	maori	portuguese	maori 
maori 	maori	irish	maorais 
maori 	maori	hungarian	maori 
maori 	maori	chinese	毛利文 
maori 	maori	german	maori 
maori 	maori	norwegian nynorsk	maori 
maori 	maori	japanese	マオリ語 
maori 	maori	blin	ማዮሪኛ 
maori 	maori	amharic	ማዮሪኛ 
maori 	maori	czech	maorština 
maori 	maori	persian	مائوریایی 
maori 	maori	slovak	maorijčina 
maori 	maori	friulian	maori 
maori 	maori	spanish	maorí 
maori 	maori	lithuanian	maorių 
maori 	maori	arabic	الماورية 
maori 	maori	swiss german	maori 
maori 	maori	breton	maori 
cherokee 	ᏣᎳᎩ	swedish	cherokesiska 
cherokee 	ᏣᎳᎩ	icelandic	sjerókí 
cherokee 	ᏣᎳᎩ	estonian	tšerokii 
cherokee 	ᏣᎳᎩ	telugu	చిరోకి 
cherokee 	ᏣᎳᎩ	turkish	çeroki 
cherokee 	ᏣᎳᎩ	cherokee	ᏣᎳᎩ 
cherokee 	ᏣᎳᎩ	marathi	चेरूकी 
cherokee 	ᏣᎳᎩ	italian	cherokee 
cherokee 	ᏣᎳᎩ	oriya	ଚେରୋକୀ 
cherokee 	ᏣᎳᎩ	slovenian	čerokeščina 
cherokee 	ᏣᎳᎩ	gujarati	શેરોકી 
cherokee 	ᏣᎳᎩ	norwegian bokmål	cherokee 
cherokee 	ᏣᎳᎩ	hindi	शेरूकी 
cherokee 	ᏣᎳᎩ	dutch	cherokee 
cherokee 	ᏣᎳᎩ	korean	체로키어 
cherokee 	ᏣᎳᎩ	ukrainian	черокі 
cherokee 	ᏣᎳᎩ	russian	чероки 
cherokee 	ᏣᎳᎩ	danish	cherokee 
cherokee 	ᏣᎳᎩ	bulgarian	чероки 
cherokee 	ᏣᎳᎩ	azeri	çiroki dili 
cherokee 	ᏣᎳᎩ	hungarian	cseroki 
cherokee 	ᏣᎳᎩ	macedonian	чироки 
cherokee 	ᏣᎳᎩ	lithuanian	čerokių 
cherokee 	ᏣᎳᎩ	french	chérokî 
cherokee 	ᏣᎳᎩ	catalan	cherokee 
cherokee 	ᏣᎳᎩ	bengali	চেরোকি 
cherokee 	ᏣᎳᎩ	low german	cherokee 
cherokee 	ᏣᎳᎩ	maltese	ċerokij 
cherokee 	ᏣᎳᎩ	thai	เชอโรกี 
cherokee 	ᏣᎳᎩ	afrikaans	cherokees 
cherokee 	ᏣᎳᎩ	tamil	செரூக்கி 
cherokee 	ᏣᎳᎩ	finnish	cherokee 
cherokee 	ᏣᎳᎩ	spanish	cherokee 
cherokee 	ᏣᎳᎩ	indonesian	cherokee 
cherokee 	ᏣᎳᎩ	romansh	cherokee 
cherokee 	ᏣᎳᎩ	greek	τσερόκι 
cherokee 	ᏣᎳᎩ	burmese	ချာရိုကီ 
cherokee 	ᏣᎳᎩ	latvian	irokēzu 
cherokee 	ᏣᎳᎩ	english	cherokee 
cherokee 	ᏣᎳᎩ	malayalam	ചെരോകീ 
cherokee 	ᏣᎳᎩ	serbian	чероки 
cherokee 	ᏣᎳᎩ	croatian	čeroki 
cherokee 	ᏣᎳᎩ	portuguese	cherokee 
cherokee 	ᏣᎳᎩ	chinese	彻罗基文 
cherokee 	ᏣᎳᎩ	german	cherokee 
cherokee 	ᏣᎳᎩ	norwegian nynorsk	cherokee 
cherokee 	ᏣᎳᎩ	japanese	チェロキー語 
cherokee 	ᏣᎳᎩ	kannada	ಚೀರೋಕೀ 
cherokee 	ᏣᎳᎩ	czech	cherokee 
cherokee 	ᏣᎳᎩ	persian	چروکیایی 
cherokee 	ᏣᎳᎩ	slovak	čerokí 
cherokee 	ᏣᎳᎩ	hebrew	צ׳רוקי 
cherokee 	ᏣᎳᎩ	polish	czirokezki 
cherokee 	ᏣᎳᎩ	arabic	الشيروكى 
cherokee 	ᏣᎳᎩ	swiss german	cherokee 
igbo 	igbo	teso	kiigbo 
igbo 	igbo	estonian	ibo 
igbo 	igbo	telugu	ఇగ్బో 
igbo 	igbo	gusii	kiigbo 
igbo 	igbo	rwa	kyiigbo 
igbo 	igbo	bulgarian	игбо 
igbo 	igbo	azeri	iqbo dili 
igbo 	igbo	masai	nkʉtʉ́k ɔ́ɔ̄ igbo 
igbo 	igbo	bambara	igibokan 
igbo 	igbo	nyankole	oruibo 
igbo 	igbo	french	igbo 
igbo 	igbo	bengali	ইগ্‌বো 
igbo 	igbo	morisyen	igbo 
igbo 	igbo	tamil	இக்போ 
igbo 	igbo	samburu	kiigbo 
igbo 	igbo	finnish	igbo 
igbo 	igbo	serbian	игбо 
igbo 	igbo	malayalam	ഇഗ്ബോ 
igbo 	igbo	koyraboro senni	iboo senni 
igbo 	igbo	italian	igbo 
igbo 	igbo	shambala	kiigbo 
igbo 	igbo	amharic	ኢግቦኛ 
igbo 	igbo	czech	igboština 
igbo 	igbo	slovak	igboština 
igbo 	igbo	polish	igbo 
igbo 	igbo	swiss german	igbo 
igbo 	igbo	swedish	ibo 
igbo 	igbo	marathi	ईग्बो 
igbo 	igbo	soga	oluyibo 
igbo 	igbo	sena	ibo 
igbo 	igbo	slovenian	igboščina 
igbo 	igbo	ewe	igbogbe 
igbo 	igbo	kabuverdianu	ibo 
igbo 	igbo	fulah	igiboore 
igbo 	igbo	colognian	igbo 
igbo 	igbo	faroese	igbo 
igbo 	igbo	rombo	kiigbo 
igbo 	igbo	luo	kiigbo 
igbo 	igbo	langi	kiígibo 
igbo 	igbo	danish	igbo 
igbo 	igbo	indonesian	igbo 
igbo 	igbo	norwegian nynorsk	ibo 
igbo 	igbo	ganda	luyibo 
igbo 	igbo	thai	อิกโบ 
igbo 	igbo	afrikaans	igbo 
igbo 	igbo	embu	kĩigbo 
igbo 	igbo	tonga	lea ʻikipō 
igbo 	igbo	vunjo	kyiigbo 
igbo 	igbo	kikuyu	kiigbo 
igbo 	igbo	kalenjin	kutitab igbo 
igbo 	igbo	greek	ίγκμπο 
igbo 	igbo	latvian	igbo 
igbo 	igbo	english	igbo 
igbo 	igbo	croatian	igbo 
igbo 	igbo	north ndebele	isi-igbo 
igbo 	igbo	chinese	伊博文 
igbo 	igbo	tachelhit	tigbut 
igbo 	igbo	kabyle	tigbut 
igbo 	igbo	spanish	igbo 
igbo 	igbo	arabic	الإيجبو 
igbo 	igbo	yoruba	èdè ibo 
igbo 	igbo	breton	igbo 
igbo 	igbo	swahili	kiigbo 
igbo 	igbo	icelandic	ígbó 
igbo 	igbo	turkish	igbo dili 
igbo 	igbo	oriya	ଇଗ୍ବୋ 
igbo 	igbo	norwegian bokmål	ibo 
igbo 	igbo	hindi	ईग्बो 
igbo 	igbo	korean	이그보어 
igbo 	igbo	central morocco tamazight	tigbut 
igbo 	igbo	malagasy	igbo 
igbo 	igbo	koyra chiini	iboo senni 
igbo 	igbo	hungarian	igbó 
igbo 	igbo	igbo	igbo 
igbo 	igbo	lithuanian	igbo 
igbo 	igbo	catalan	igbo 
igbo 	igbo	russian	игбо 
igbo 	igbo	machame	kyiigbo 
igbo 	igbo	luyia	kiigbo 
igbo 	igbo	romansh	igbo 
igbo 	igbo	taita	kiigbo 
igbo 	igbo	chiga	oruibo 
igbo 	igbo	hausa	inyamuranci 
igbo 	igbo	german	igbo 
igbo 	igbo	meru	kĩigbo 
igbo 	igbo	kannada	ಇಗ್ಬೊ 
igbo 	igbo	macedonian	игбо 
igbo 	igbo	persian	ایگبویی 
igbo 	igbo	shona	chiigbo 
igbo 	igbo	somali	igbo 
igbo 	igbo	dutch	igbo 
igbo 	igbo	akan	igbo 
igbo 	igbo	makonde	chiigbo 
igbo 	igbo	asu	kiigbo 
igbo 	igbo	ukrainian	ігбо 
igbo 	igbo	low german	igbo 
igbo 	igbo	maltese	igbo 
igbo 	igbo	nama	igbogowab 
igbo 	igbo	kamba	kiigbo 
igbo 	igbo	sango	ïgbö 
igbo 	igbo	portuguese	ibo 
igbo 	igbo	japanese	イボ語 
igbo 	igbo	bemba	ichi ibo 
igbo 	igbo	bena	hiibo 
igbo 	igbo	hebrew	איגבו 
ladino 	ladino	swedish	ladino 
ladino 	ladino	icelandic	ladínska 
ladino 	ladino	estonian	ladiino 
ladino 	ladino	telugu	లాడినో 
ladino 	ladino	turkish	ladino 
ladino 	ladino	marathi	लादीनो 
ladino 	ladino	oriya	ଲାଦିନୋ 
ladino 	ladino	slovenian	ladinščina 
ladino 	ladino	gujarati	લાદીનો 
ladino 	ladino	norwegian bokmål	ladinsk 
ladino 	ladino	hindi	लादीनो 
ladino 	ladino	dutch	ladino 
ladino 	ladino	korean	라디노어 
ladino 	ladino	ukrainian	ладіно 
ladino 	ladino	russian	ладино 
ladino 	ladino	danish	ladino 
ladino 	ladino	bulgarian	ладино 
ladino 	ladino	azeri	ladin dili 
ladino 	ladino	hungarian	ladino 
ladino 	ladino	macedonian	ладино 
ladino 	ladino	lithuanian	ladino 
ladino 	ladino	french	ladino 
ladino 	ladino	catalan	ladí 
ladino 	ladino	bengali	লাডিনো 
ladino 	ladino	low german	ladiensch 
ladino 	ladino	maltese	ladino 
ladino 	ladino	thai	ลาดิโน 
ladino 	ladino	italian	ladino 
ladino 	ladino	tamil	லடினோ 
ladino 	ladino	finnish	juutalaisespanja 
ladino 	ladino	hebrew	לדינו 
ladino 	ladino	indonesian	ladino 
ladino 	ladino	romansh	ladino 
ladino 	ladino	greek	λαδίνο 
ladino 	ladino	latvian	ladino 
ladino 	ladino	english	ladino 
ladino 	ladino	malayalam	ലാഡിനോ 
ladino 	ladino	serbian	лaдино 
ladino 	ladino	croatian	ladino 
ladino 	ladino	portuguese	ladino 
ladino 	ladino	chinese	拉迪诺文 
ladino 	ladino	german	ladino 
ladino 	ladino	norwegian nynorsk	ladinsk 
ladino 	ladino	japanese	ラジノ語 
ladino 	ladino	kannada	ಕಾಡಿನೋ 
ladino 	ladino	czech	ladinština 
ladino 	ladino	persian	لادینو 
ladino 	ladino	friulian	ladin 
ladino 	ladino	spanish	ladino 
ladino 	ladino	polish	ladyński 
ladino 	ladino	arabic	الاسباعبرية 
ladino 	ladino	swiss german	ladino 
kabuverdianu 	kabuverdianu	swedish	kapverdiska 
kabuverdianu 	kabuverdianu	danish	kapverdisk 
kabuverdianu 	kabuverdianu	norwegian nynorsk	kapverdisk 
kabuverdianu 	kabuverdianu	german	kabuverdianu 
kabuverdianu 	kabuverdianu	dutch	kabuverdianu 
kabuverdianu 	kabuverdianu	french	kabuverdianu 
kabuverdianu 	kabuverdianu	kabuverdianu	kabuverdianu 
kabuverdianu 	kabuverdianu	norwegian bokmål	kappverdisk 
kabuverdianu 	kabuverdianu	english	kabuverdianu 
kabuverdianu 	kabuverdianu	faroese	kapverdiskt 
kabuverdianu 	kabuverdianu	swiss german	kabuverdianu 
kabuverdianu 	kabuverdianu	breton	kabuverdianu 
luxembourgish 	luxembourgish	swedish	luxemburgiska 
luxembourgish 	luxembourgish	icelandic	lúxemborgíska 
luxembourgish 	luxembourgish	estonian	letseburgi 
luxembourgish 	luxembourgish	telugu	లుక్సంబర్గిష్ 
luxembourgish 	luxembourgish	turkish	lüksemburgca 
luxembourgish 	luxembourgish	marathi	लक्झेंबर्गिश 
luxembourgish 	luxembourgish	dutch	luxemburgs 
luxembourgish 	luxembourgish	slovenian	luksemburščina 
luxembourgish 	luxembourgish	gujarati	લક્ઝેમબર્ગિશ 
luxembourgish 	luxembourgish	norwegian bokmål	luxemburgsk 
luxembourgish 	luxembourgish	hindi	लक्ष्ज़ेमबर्गिश 
luxembourgish 	luxembourgish	colognian	luxemborjesch 
luxembourgish 	luxembourgish	faroese	luxemburgiskt 
luxembourgish 	luxembourgish	northern sami	luxemburggagiella 
luxembourgish 	luxembourgish	korean	룩셈부르크어 
luxembourgish 	luxembourgish	ukrainian	люксембурзька 
luxembourgish 	luxembourgish	russian	люксембургский 
luxembourgish 	luxembourgish	danish	luxembourgsk 
luxembourgish 	luxembourgish	bulgarian	люксембургски 
luxembourgish 	luxembourgish	azeri	luksemburq dili 
luxembourgish 	luxembourgish	hungarian	luxemburgi 
luxembourgish 	luxembourgish	macedonian	луксембуршки 
luxembourgish 	luxembourgish	georgian	ლუქსემბურგული 
luxembourgish 	luxembourgish	lithuanian	liuksemburgiečių 
luxembourgish 	luxembourgish	french	luxembourgeois 
luxembourgish 	luxembourgish	catalan	luxemburguès 
luxembourgish 	luxembourgish	bengali	লুক্সেমবার্গীয় 
luxembourgish 	luxembourgish	low german	luxemborgsch 
luxembourgish 	luxembourgish	romanian	luxemburgheză 
luxembourgish 	luxembourgish	maltese	letżburgiż 
luxembourgish 	luxembourgish	thai	ลักเซมเบิร์ก 
luxembourgish 	luxembourgish	italian	lussemburghese 
luxembourgish 	luxembourgish	tamil	லக்க்ஷெம்பர்கிஷ் 
luxembourgish 	luxembourgish	tonga	lea fakalakisimipeki 
luxembourgish 	luxembourgish	oriya	ଲକ୍ସେମବର୍ଗିସ୍ 
luxembourgish 	luxembourgish	finnish	luxemburg 
luxembourgish 	luxembourgish	hebrew	לוקסמבורגית 
luxembourgish 	luxembourgish	indonesian	luxembourg 
luxembourgish 	luxembourgish	romansh	luxemburgais 
luxembourgish 	luxembourgish	greek	λουξεμβουργικά 
luxembourgish 	luxembourgish	latvian	luksemburgiešu 
luxembourgish 	luxembourgish	english	luxembourgish 
luxembourgish 	luxembourgish	malayalam	ലക്സംബര്‍ഗിഷ് 
luxembourgish 	luxembourgish	serbian	луксембуршки 
luxembourgish 	luxembourgish	esperanto	luksemburga 
luxembourgish 	luxembourgish	croatian	luksemburški 
luxembourgish 	luxembourgish	portuguese	luxemburguês 
luxembourgish 	luxembourgish	irish	leitseabuirgis 
luxembourgish 	luxembourgish	chinese	卢森堡文 
luxembourgish 	luxembourgish	german	luxemburgisch 
luxembourgish 	luxembourgish	norwegian nynorsk	luxemburgsk 
luxembourgish 	luxembourgish	japanese	ルクセンブルク語 
luxembourgish 	luxembourgish	kannada	ಲಕ್ಸಂಬರ್ಗ್ 
luxembourgish 	luxembourgish	czech	lucemburština 
luxembourgish 	luxembourgish	persian	لوگزامبورگی 
